
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
219,Kyrie Irving,PG,21,CLE,71,2496,20.1,.533,.480,.273,.278,2.3,9.5,5.8,31.6,2.2,0.8,12.1,28.2,109,108,4.6,2.1,6.7,.128
220,Royal Ivey,SG,32,OKC,2,5,-16.5,.000,.000,.000,.500,0.0,21.5,11.3,0.0,0.0,0.0,0.0,17.7,0,107,0.0,0.0,0.0,-0.362
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
221,Jarrett Jack,PG,30,CLE,80,2252,11.5,.498,.455,.213,.265,1.1,10.3,5.6,22.7,1.3,0.8,14.8,17.8,102,110,0.9,1.4,2.3,.049
222,Reggie Jackson,PG,23,OKC,80,2277,15.4,.527,.485,.193,.267,2.2,12.8,7.8,23.1,1.9,0.3,14.5,22.6,105,106,2.3,2.6,4.9,.104
223,Stephen Jackson,SF,35,LAC,9,107,0.1,.270,.250,.154,.538,2.2,8.0,5.2,6.2,2.8,0.7,17.8,13.9,59,105,-0.3,0.1,-0.2,-0.099
224,Bernard James,C,28,DAL,30,146,8.5,.503,.478,.478,.043,12.0,21.2,16.6,2.8,1.1,4.5,26.4,11.8,95,106,0.0,0.2,0.1,.040
225,Damion James,G-F,26,SAS,5,50,4.1,.304,.222,.222,.222,2.4,23.8,13.5,7.5,0.0,1.4,9.2,9.8,79,104,-0.1,0.1,0.0,.010
226,LeBron James,PF,29,MIA,77,2902,29.3,.649,.610,.432,.226,3.6,18.9,11.5,32.0,2.2,0.8,14.4,31.0,121,105,12.3,3.7,15.9,.264
227,Mike James,PG,38,CHI,11,77,1.5,.251,.262,.095,.238,0.0,10.2,5.2,34.1,1.4,0.0,18.6,16.1,70,104,-0.2,0.1,-0.1,-0.073
228,Antawn Jamison,PF,37,LAC,22,248,7.8,.408,.359,.272,.446,4.2,19.9,12.3,4.1,1.8,0.9,6.4,19.6,89,103,-0.3,0.4,0.1,.019
229,Othyus Jeffers,SG,28,TOT,6,47,6.9,.580,.500,.667,.333,2.5,18.7,10.7,2.8,0.0,0.0,11.4,8.3,113,107,0.0,0.0,0.1,.082
229,Othyus Jeffers,SG,28,SAS,4,34,8.9,.595,.600,.400,.200,3.5,15.9,9.9,3.9,0.0,0.0,0.0,7.8,132,107,0.1,0.0,0.1,.121
229,Othyus Jeffers,G,28,MIN,2,13,1.7,.532,.000,2.000,1.000,0.0,25.8,12.6,0.0,0.0,0.0,34.7,9.4,76,108,0.0,0.0,0.0,-0.020
230,Al Jefferson,C,29,CHA,73,2553,22.7,.532,.510,.201,.011,6.9,28.3,17.5,12.8,1.4,2.4,7.6,29.3,105,100,3.1,4.7,7.8,.146
231,Richard Jefferson,SF,33,UTA,82,2213,11.8,.573,.544,.248,.460,0.9,10.8,5.7,9.6,1.3,0.5,11.5,16.9,109,114,2.3,0.4,2.7,.058
232,John Jenkins,SG,22,ATL,13,158,4.7,.457,.429,.095,.429,2.2,13.8,8.1,10.4,0.3,0.5,20.1,15.8,83,111,-0.2,0.1,-0.1,-0.043
233,Brandon Jennings,PG,24,DET,80,2728,15.6,.486,.441,.283,.403,2.2,7.8,4.9,34.4,1.9,0.2,14.4,23.4,106,113,3.0,0.9,3.9,.068
234,Jonas Jerebko,PF,26,DET,64,741,13.4,.577,.546,.284,.356,7.2,19.3,12.9,7.8,1.4,0.6,15.5,16.0,111,110,1.0,0.5,1.4,.092
235,Amir Johnson,PF,26,TOR,77,2214,15.4,.592,.578,.234,.108,9.0,17.6,13.3,8.7,1.3,3.2,15.4,16.4,112,104,3.2,3.1,6.3,.136
236,Chris Johnson,SF,23,BOS,40,789,10.8,.537,.498,.201,.593,4.3,9.8,7.0,6.0,1.8,0.4,8.6,14.3,111,109,0.9,0.5,1.4,.085
237,James Johnson,SF,26,MEM,52,956,18.5,.552,.500,.292,.282,7.4,13.2,10.3,18.2,2.3,5.0,16.0,20.0,110,101,1.4,1.6,3.0,.150
238,Joe Johnson,SG,32,BRK,79,2575,15.5,.564,.533,.192,.397,2.2,10.3,6.3,15.0,1.0,0.3,9.8,22.3,110,112,3.9,1.0,4.9,.091
239,Orlando Johnson,SG,24,TOT,45,392,5.3,.402,.358,.230,.416,2.7,12.6,7.9,7.7,0.8,0.4,10.8,16.2,85,104,-0.5,0.5,0.1,.008
239,Orlando Johnson,SG,24,IND,38,342,6.1,.431,.385,.229,.427,2.4,13.8,8.4,7.2,0.9,0.2,11.7,16.0,88,102,-0.3,0.5,0.2,.031
239,Orlando Johnson,SG,24,SAC,7,50,-0.3,.240,.206,.235,.353,4.5,4.6,4.5,11.4,0.0,1.6,5.1,17.4,68,115,-0.2,0.0,-0.1,-0.144
240,Wesley Johnson,SF,26,LAL,79,2240,11.0,.522,.502,.118,.416,3.3,13.3,8.3,8.2,1.9,2.5,11.6,15.1,100,110,0.4,1.5,1.9,.041
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
241,Darius Johnson-Odom,SG,24,PHI,3,15,-23.0,.000,.000,.286,.429,0.0,15.0,7.2,8.5,3.2,0.0,20.2,27.9,6,107,-0.2,0.0,-0.2,-0.661
242,James Jones,SF,33,MIA,20,236,15.4,.666,.662,.162,.794,1.1,10.8,6.1,5.8,0.7,1.5,5.2,15.6,127,110,0.6,0.1,0.7,.147
243,Perry Jones,PF,22,OKC,62,764,10.1,.541,.519,.232,.337,4.3,12.1,8.4,4.9,0.9,2.0,9.5,12.8,110,107,0.7,0.8,1.5,.094
244,Solomon Jones,PF,29,ORL,11,85,5.8,.373,.353,.235,.000,10.6,10.7,10.7,3.4,1.2,1.8,9.6,11.1,92,109,0.0,0.1,0.0,.013
245,Terrence Jones,PF,22,HOU,76,2078,19.1,.577,.564,.274,.142,9.2,18.5,14.1,7.0,1.3,3.5,8.2,18.3,119,105,4.6,2.7,7.3,.169
246,DeAndre Jordan,C,25,LAC,82,2870,18.2,.630,.676,.726,.000,13.3,29.3,21.6,3.7,1.4,5.4,15.3,12.4,121,98,5.3,5.8,11.1,.186
247,Cory Joseph,SG,22,SAS,68,936,14.7,.558,.498,.362,.143,4.0,8.7,6.4,17.2,1.9,1.1,12.3,16.9,115,104,1.6,1.3,2.9,.148
248,Chris Kaman,C,31,LAL,39,736,17.0,.537,.509,.197,.009,7.8,25.4,16.6,14.1,0.7,3.9,16.4,26.7,97,107,-0.2,0.7,0.5,.036
249,Enes Kanter,C,21,UTA,80,2138,15.6,.523,.491,.239,.001,11.6,20.9,16.1,6.4,0.7,1.5,13.3,23.3,102,112,1.3,0.9,2.2,.050
250,Sergey Karasev,SF,20,CLE,22,156,2.3,.470,.400,.286,.543,0.0,11.8,5.8,5.6,1.0,0.5,21.8,14.4,81,110,-0.2,0.1,-0.1,-0.041
251,Ryan Kelly,PF,22,LAL,59,1312,12.6,.548,.488,.364,.383,3.4,14.4,8.9,10.7,1.2,2.5,9.8,15.9,110,111,1.5,0.7,2.2,.081
252,Michael Kidd-Gilchrist,SF,20,CHA,62,1502,12.0,.516,.475,.521,.025,8.2,16.2,12.2,5.4,1.5,2.1,12.1,15.2,104,103,0.9,2.2,3.1,.098
253,Andrei Kirilenko,PF,32,BRK,45,857,12.4,.532,.516,.744,.031,7.7,12.7,10.2,13.1,2.4,1.9,20.3,14.6,103,107,0.4,0.9,1.3,.070
254,Brandon Knight,PG,22,MIL,72,2400,16.5,.523,.473,.296,.310,2.1,10.3,6.1,26.6,1.5,0.6,13.2,26.8,104,114,2.4,0.4,2.8,.055
255,Kyle Korver,SG,32,ATL,71,2408,13.5,.653,.626,.154,.644,1.1,12.4,6.8,13.3,1.5,0.8,13.6,14.2,118,108,3.9,2.0,5.9,.118
256,Kosta Koufos,C,24,MEM,80,1349,16.5,.514,.495,.203,.000,14.0,22.7,18.4,4.7,1.3,4.4,11.8,19.4,106,101,1.3,2.2,3.5,.124
257,Viacheslav Kravtsov,C,26,PHO,20,59,10.5,.540,.533,.533,.000,17.2,15.2,16.2,2.5,0.0,1.3,24.5,18.3,98,110,0.0,0.0,0.0,.027
258,Ognjen Kuzmic,C,23,GSW,21,92,3.4,.420,.385,.846,.000,12.1,12.8,12.5,2.9,1.6,3.3,35.9,13.3,75,102,-0.2,0.1,0.0,-0.025
259,Doron Lamb,SG,22,ORL,53,695,7.5,.543,.506,.225,.563,1.3,6.7,4.0,9.3,0.8,0.1,13.3,13.3,104,113,0.3,0.2,0.5,.036
260,Jeremy Lamb,SG,21,OKC,78,1538,13.4,.522,.504,.105,.406,2.1,11.3,6.9,11.8,1.8,1.4,8.7,20.1,106,105,1.4,1.8,3.3,.102
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
261,Carl Landry,PF,30,SAC,18,233,11.2,.563,.517,.283,.000,7.2,20.6,13.8,3.4,0.7,0.3,11.8,14.5,112,110,0.3,0.1,0.4,.088
262,Shane Larkin,PG,21,DAL,48,489,8.3,.446,.423,.182,.277,2.6,7.3,5.0,20.4,2.7,0.2,20.9,17.4,90,110,-0.4,0.3,-0.1,-0.010
263,Ty Lawson,PG,26,DEN,62,2222,19.0,.554,.475,.504,.251,1.9,8.5,5.2,38.2,2.2,0.3,16.9,22.7,113,110,4.8,1.5,6.3,.136
264,Ricky Ledo,SG,21,DAL,11,33,12.7,.506,.441,.235,.471,0.0,7.0,3.5,9.5,1.6,0.0,9.6,28.6,99,113,0.0,0.0,0.0,.024
265,Courtney Lee,SG,28,TOT,79,1973,13.8,.574,.539,.182,.316,1.7,9.5,5.6,9.3,1.7,1.2,9.9,17.0,113,107,2.8,1.9,4.7,.114
265,Courtney Lee,SG,28,BOS,30,504,14.6,.573,.555,.120,.284,1.8,9.5,5.5,10.9,2.0,1.4,11.5,19.2,108,108,0.6,0.4,1.0,.094
265,Courtney Lee,SG,28,MEM,49,1469,13.5,.574,.532,.209,.329,1.7,9.5,5.6,8.7,1.6,1.1,9.3,16.3,114,107,2.2,1.5,3.7,.120
266,David Lee,PF,30,GSW,69,2288,19.1,.566,.523,.302,.001,8.8,21.6,15.3,10.9,1.0,0.9,12.0,24.3,111,103,4.1,3.5,7.6,.160
267,Alex Len,C,20,PHO,42,362,7.3,.469,.423,.397,.000,12.1,18.6,15.3,1.6,0.6,3.8,22.1,14.3,92,106,-0.2,0.4,0.2,.024
268,Kawhi Leonard,SF,22,SAS,66,1923,19.4,.602,.576,.195,.282,4.6,18.9,12.1,10.4,3.0,1.9,10.3,18.3,116,98,3.8,3.9,7.7,.193
269,Meyers Leonard,C,21,POR,40,355,9.4,.489,.451,.231,.066,8.0,25.5,16.8,7.3,1.0,1.0,13.0,14.2,104,105,0.2,0.5,0.6,.086
270,Jon Leuer,PF,24,MEM,49,642,17.6,.566,.539,.191,.199,6.8,22.4,14.6,5.2,1.5,1.7,9.2,21.1,112,103,1.1,0.9,2.0,.149
271,Rashard Lewis,SF,34,MIA,60,971,10.7,.535,.513,.140,.568,3.2,10.7,7.1,8.5,2.9,0.7,12.3,14.1,105,106,0.5,1.1,1.7,.083
272,DeAndre Liggins,SG,25,MIA,1,1,129.1,1.000,1.000,.000,.000,100.0,0.0,62.8,0.0,0.0,0.0,0.0,47.8,205,116,0.0,0.0,0.0,2.123
273,Damian Lillard,PG,23,POR,82,2937,18.6,.568,.508,.327,.425,1.3,9.2,5.3,25.1,1.1,0.5,11.5,25.0,116,110,7.8,1.8,9.6,.157
274,Jeremy Lin,PG,25,HOU,71,2054,14.3,.572,.508,.400,.346,2.0,7.8,5.1,22.3,1.6,1.0,18.4,20.4,109,109,2.8,1.6,4.4,.103
275,Shaun Livingston,PG,28,BRK,76,1974,14.5,.551,.484,.392,.012,4.1,10.8,7.5,20.1,2.5,1.3,15.5,16.1,111,108,2.6,1.8,4.4,.108
276,Brook Lopez,C,25,BRK,17,533,25.4,.629,.563,.502,.004,8.8,14.1,11.5,6.1,0.9,4.8,9.1,27.1,121,108,1.9,0.5,2.3,.211
277,Robin Lopez,C,25,POR,82,2603,17.7,.605,.551,.376,.002,13.6,15.3,14.5,4.2,0.5,3.7,10.1,14.0,128,107,7.0,2.6,9.5,.176
278,Kevin Love,PF,25,MIN,77,2797,26.9,.591,.524,.445,.355,8.5,29.5,18.7,21.4,1.0,1.0,10.3,28.8,120,104,10.6,3.7,14.3,.245
279,Kyle Lowry,PG,27,TOR,79,2862,20.1,.567,.511,.356,.463,3.6,11.5,7.5,34.7,2.2,0.4,13.4,22.9,118,106,8.4,3.3,11.7,.197
280,John Lucas,PG,31,UTA,42,591,5.2,.403,.392,.084,.442,2.3,5.4,3.8,11.1,1.2,0.0,10.0,17.0,87,116,-0.7,0.0,-0.7,-0.058
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
281,Shelvin Mack,PG,23,ATL,73,1490,13.2,.510,.479,.148,.367,1.6,10.7,6.2,28.8,1.7,0.1,14.3,19.0,105,109,1.2,1.2,2.3,.074
282,Ian Mahinmi,C,27,IND,77,1248,10.2,.538,.481,.767,.005,10.1,12.9,11.6,2.9,1.7,4.4,18.7,11.4,105,97,0.7,2.7,3.3,.129
283,Shawn Marion,SF,35,DAL,76,2409,13.7,.537,.523,.092,.229,6.4,17.4,11.9,7.6,1.9,1.3,11.4,15.7,108,108,2.2,2.1,4.3,.086
284,Kendall Marshall,PG,22,LAL,54,1564,12.6,.494,.490,.086,.425,1.0,9.6,5.3,44.3,1.5,0.2,25.6,16.3,101,113,0.6,0.3,0.9,.029
285,Cartier Martin,SF,29,TOT,59,870,11.0,.562,.532,.246,.572,1.7,12.8,7.3,5.9,1.6,0.6,10.4,17.1,104,108,0.5,0.8,1.3,.070
285,Cartier Martin,SF,29,ATL,53,822,10.9,.555,.523,.238,.570,1.7,13.0,7.4,5.9,1.6,0.7,10.4,17.5,103,108,0.4,0.7,1.1,.064
285,Cartier Martin,SF,29,CHI,6,48,13.3,.768,.813,.500,.625,2.4,9.3,5.9,6.8,1.1,0.0,9.3,10.3,139,105,0.1,0.1,0.2,.174
286,Kenyon Martin,PF,36,NYK,32,633,12.2,.521,.512,.154,.008,6.5,18.7,12.5,11.9,2.1,3.8,16.5,11.6,108,106,0.5,0.7,1.2,.090
287,Kevin Martin,SG,30,MIN,68,2177,16.3,.553,.486,.332,.290,1.7,8.7,5.1,9.2,1.5,0.2,8.3,25.0,110,109,3.8,1.5,5.3,.117
288,Roger Mason,SG,33,MIA,25,260,8.2,.528,.500,.104,.716,0.5,9.8,5.3,10.5,1.2,0.3,11.4,14.5,104,110,0.1,0.2,0.3,.055
289,Wesley Matthews,SG,27,POR,82,2780,15.7,.588,.541,.298,.506,2.0,9.1,5.6,10.9,1.4,0.4,8.8,19.6,118,110,6.3,1.9,8.2,.142
290,Jason Maxiell,PF,30,ORL,34,488,8.1,.459,.448,.295,.000,6.5,13.5,10.0,2.8,0.8,3.2,10.6,12.4,95,108,-0.1,0.4,0.3,.029
291,Eric Maynor,PG,26,TOT,31,327,6.2,.387,.376,.109,.366,3.1,10.6,6.7,23.0,1.4,0.7,21.5,18.2,82,109,-0.6,0.2,-0.4,-0.058
291,Eric Maynor,PG,26,WAS,23,215,6.0,.355,.347,.042,.347,3.7,9.3,6.5,26.8,1.2,0.4,18.8,19.0,83,108,-0.4,0.2,-0.2,-0.052
291,Eric Maynor,PG,26,PHI,8,112,6.6,.461,.448,.276,.414,1.9,13.0,7.2,15.7,1.7,1.4,27.0,16.8,79,111,-0.2,0.1,-0.2,-0.070
292,O.J. Mayo,SG,26,MIL,52,1346,11.2,.516,.484,.160,.413,2.0,8.8,5.3,14.6,1.1,0.8,13.9,23.0,98,115,0.0,0.0,0.1,.002
293,Luc Mbah a Moute,PF-SF,27,TOT,64,1003,8.3,.503,.461,.347,.088,6.0,10.1,8.0,5.1,1.5,1.1,15.2,11.2,101,109,0.2,0.8,1.0,.049
293,Luc Mbah a Moute,SF,27,SAC,9,196,11.7,.530,.484,.406,.094,5.1,10.5,7.8,11.1,2.3,2.1,9.6,9.4,119,108,0.3,0.2,0.4,.106
293,Luc Mbah a Moute,PF,27,MIN,55,807,7.5,.498,.457,.335,.087,6.2,10.0,8.0,3.6,1.3,0.8,16.3,11.6,98,109,0.0,0.6,0.6,.035
294,Ray McCallum,PG,22,SAC,45,897,9.7,.439,.413,.143,.197,2.2,7.8,5.0,21.0,1.2,0.8,10.9,17.6,98,112,0.0,0.4,0.4,.020
295,C.J. McCollum,SG,22,POR,38,476,9.0,.521,.500,.191,.449,1.6,9.2,5.4,8.7,1.5,0.3,15.4,20.9,95,109,-0.2,0.3,0.2,.019
296,JaVale McGee,C,26,DEN,5,79,10.2,.455,.447,.026,.000,13.6,9.6,11.6,4.4,0.6,6.5,17.2,25.0,87,108,-0.1,0.1,-0.1,-0.039
297,Ben McLemore,SG,20,SAC,82,2187,7.7,.485,.446,.211,.437,2.7,9.5,6.1,5.8,1.0,0.7,11.5,16.9,97,112,-0.1,0.9,0.8,.016
298,Josh McRoberts,PF,26,CHA,78,2360,13.8,.548,.529,.150,.514,4.0,13.8,8.9,21.9,1.3,1.5,12.1,13.4,115,105,3.5,3.0,6.5,.132
299,Jodie Meeks,SG,26,LAL,77,2556,14.7,.601,.554,.289,.453,1.3,6.9,4.1,8.5,2.1,0.1,9.9,19.1,112,113,3.8,0.7,4.5,.084
300,Gal Mekel,PG,25,DAL,31,292,5.4,.400,.378,.140,.233,2.0,8.6,5.3,30.1,0.7,0.3,25.4,19.0,85,114,-0.5,0.1,-0.4,-0.073
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
301,Khris Middleton,SF,22,MIL,82,2460,12.5,.541,.511,.160,.340,2.7,12.0,7.2,11.7,1.8,0.7,11.9,19.1,105,113,1.9,0.8,2.7,.053
302,C.J. Miles,SG,26,CLE,51,984,16.0,.569,.537,.183,.516,2.0,9.9,5.9,9.1,2.4,1.3,9.1,22.0,111,107,1.5,0.9,2.5,.122
303,Andre Miller,SG,37,TOT,58,982,13.9,.534,.483,.333,.091,3.1,11.7,7.4,29.2,1.7,0.7,18.7,14.5,112,108,1.4,0.8,2.2,.108
303,Andre Miller,SG,37,DEN,30,570,13.4,.534,.490,.326,.125,3.0,10.8,6.9,25.8,1.3,0.9,16.7,14.7,112,111,0.8,0.3,1.1,.091
303,Andre Miller,SG,37,WAS,28,412,14.6,.534,.471,.345,.034,3.3,12.9,8.0,33.9,2.4,0.4,21.8,14.1,113,105,0.6,0.5,1.1,.132
304,Darius Miller,SF,23,NOP,45,723,9.0,.550,.515,.217,.464,1.4,7.0,4.2,8.7,1.7,1.0,10.8,12.8,110,113,0.6,0.2,0.8,.055
305,Mike Miller,SF,33,MEM,82,1707,12.5,.619,.602,.126,.526,2.1,12.3,7.2,11.5,0.8,0.2,14.1,14.7,115,109,2.6,1.4,3.9,.111
306,Quincy Miller,SF,21,DEN,52,789,8.6,.459,.426,.215,.367,4.9,15.2,10.1,4.9,1.4,3.0,14.6,17.7,90,108,-0.7,0.7,0.0,.002
307,Patrick Mills,PG,25,SAS,81,1527,18.7,.588,.565,.123,.477,2.6,9.6,6.2,15.3,2.3,0.4,8.2,22.6,115,104,3.4,2.1,5.6,.175
308,Paul Millsap,PF,28,ATL,74,2482,19.8,.545,.498,.373,.202,7.2,21.9,14.6,16.2,2.6,2.5,13.2,25.7,105,102,2.7,4.0,6.7,.129
309,Tony Mitchell,SF,24,MIL,3,10,30.9,.600,.600,.000,.200,11.1,0.0,5.7,22.6,5.2,0.0,0.0,22.6,132,109,0.0,0.0,0.1,.242
310,Tony Mitchell,PF,21,DET,21,79,18.1,.540,.458,1.583,.083,19.7,16.0,18.0,3.4,3.8,3.0,16.4,13.2,117,104,0.1,0.1,0.2,.151
311,Nazr Mohammed,C,36,CHI,80,562,10.1,.445,.429,.238,.000,13.6,21.7,17.7,5.8,1.3,4.1,21.0,14.5,90,97,-0.4,1.2,0.8,.070
312,Greg Monroe,PF,23,DET,82,2690,18.1,.531,.497,.362,.001,9.9,21.6,15.4,10.3,1.7,1.4,12.4,21.4,109,108,3.7,2.3,5.9,.106
313,E'Twaun Moore,SG,24,ORL,79,1506,11.1,.513,.490,.149,.353,2.2,8.1,5.1,11.8,2.0,0.7,10.2,16.4,102,109,0.6,1.1,1.7,.055
314,Darius Morris,PG,23,TOT,27,313,9.2,.498,.469,.271,.396,2.5,6.8,4.6,21.5,2.1,0.0,20.1,18.6,95,111,-0.1,0.2,0.0,.006
314,Darius Morris,PG,23,PHI,12,193,11.9,.544,.507,.313,.358,1.6,5.8,3.6,25.4,2.0,0.0,19.9,20.9,100,113,0.1,0.1,0.1,.027
314,Darius Morris,PG,23,LAC,10,54,1.5,.324,.308,.154,.538,0.0,9.9,5.1,12.5,1.9,0.0,12.6,13.0,75,107,-0.1,0.1,0.0,-0.041
314,Darius Morris,PG,23,MEM,5,66,7.9,.433,.438,.188,.438,7.2,7.2,7.2,17.4,2.4,0.0,25.7,16.3,86,107,-0.1,0.1,0.0,-0.016
315,Marcus Morris,SF,24,PHO,82,1800,14.8,.552,.518,.244,.399,5.2,14.6,9.9,7.6,2.0,0.8,11.6,19.9,109,107,2.3,1.8,4.2,.111
316,Markieff Morris,PF,24,PHO,81,2153,18.4,.564,.507,.387,.128,7.3,18.0,12.6,10.9,1.6,1.8,12.9,23.2,111,106,4.0,2.4,6.4,.143
317,Anthony Morrow,SG,28,NOP,76,1426,13.9,.570,.542,.167,.375,2.3,9.2,5.7,6.7,1.4,0.7,8.4,19.4,112,113,2.1,0.3,2.4,.081
318,Donatas Motiejunas,PF,23,HOU,62,952,10.7,.504,.478,.324,.284,7.4,18.2,13.1,5.5,1.0,1.6,12.7,17.8,101,106,0.3,1.0,1.4,.069
319,Arnett Moultrie,PF,23,PHI,12,187,6.7,.448,.421,.132,.000,6.1,14.4,10.1,1.5,2.1,1.7,14.8,10.7,89,109,-0.1,0.1,0.0,.007
320,Timofey Mozgov,C,27,DEN,82,1770,16.7,.584,.527,.477,.044,10.4,21.9,16.1,5.5,0.7,4.2,15.6,18.8,111,106,2.6,1.9,4.5,.123
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
321,Shabazz Muhammad,SG,21,MIN,37,290,13.1,.505,.472,.323,.089,8.8,11.2,10.0,3.4,1.4,0.3,10.2,23.1,101,109,0.1,0.2,0.3,.053
322,Byron Mullens,C,24,TOT,45,414,12.8,.544,.542,.121,.539,6.2,18.2,12.1,5.5,1.8,2.1,13.4,20.9,99,106,0.1,0.4,0.5,.057
322,Byron Mullens,C,24,LAC,27,167,7.8,.503,.508,.094,.609,4.8,16.1,10.6,5.5,1.8,1.4,16.3,21.1,89,104,-0.2,0.2,0.0,.012
322,Byron Mullens,C,24,PHI,18,247,16.1,.569,.564,.139,.495,7.2,19.6,13.1,5.5,1.8,2.6,11.6,20.8,106,108,0.2,0.2,0.4,.087
323,Erik Murphy,C,23,CHI,24,62,0.2,.231,.231,.000,.231,3.7,10.8,7.3,4.9,0.0,5.0,13.3,11.2,58,103,-0.2,0.1,-0.1,-0.055
324,Toure' Murry,PG,24,NYK,51,373,11.1,.479,.453,.302,.093,4.0,10.1,6.9,21.5,2.7,0.2,18.9,22.5,93,109,-0.3,0.3,0.0,.002
325,Mike Muscala,C,22,ATL,20,215,10.8,.480,.425,.192,.041,9.2,18.7,14.0,5.2,0.7,3.7,13.2,19.3,96,106,-0.1,0.2,0.2,.040
326,Hamady N'Diaye,C,27,SAC,14,74,2.9,.318,.333,.111,.000,7.5,20.1,13.7,5.6,0.0,4.4,24.1,7.4,78,108,-0.1,0.1,0.0,-0.008
327,Steve Nash,PG,39,LAL,15,313,12.2,.488,.426,.255,.255,1.4,8.5,4.9,40.3,1.1,0.5,22.9,18.9,100,114,0.1,0.0,0.1,.017
328,Gary Neal,SG,29,TOT,52,1114,12.5,.530,.482,.223,.382,1.0,8.3,4.6,13.0,0.8,0.0,11.0,23.8,102,113,0.6,0.3,1.0,.041
328,Gary Neal,SG,29,MIL,30,607,11.2,.500,.462,.195,.401,1.5,8.2,4.7,13.4,0.6,0.0,11.5,25.3,98,117,0.0,-0.1,-0.2,-0.012
328,Gary Neal,SG,29,CHA,22,507,14.0,.571,.510,.263,.356,0.4,8.5,4.5,12.6,1.1,0.0,10.4,22.0,108,108,0.6,0.5,1.1,.105
329,Nemanja Nedovic,SG,22,GSW,24,142,-1.7,.306,.244,.205,.462,2.3,9.1,5.8,12.1,0.0,0.5,23.4,17.2,65,109,-0.5,0.1,-0.4,-0.132
330,Jameer Nelson,PG,31,ORL,68,2179,13.9,.515,.485,.150,.523,1.5,10.5,6.0,35.1,1.2,0.2,17.3,20.1,104,111,1.6,1.2,2.8,.062
331,Andrew Nicholson,PF,24,ORL,76,1174,9.9,.489,.462,.136,.212,5.1,19.5,12.3,3.5,0.8,1.5,10.3,19.3,95,108,-0.4,1.0,0.6,.025
332,Joakim Noah,C,28,CHI,80,2820,20.0,.531,.475,.419,.003,11.6,24.5,18.2,26.4,1.9,3.3,17.0,18.7,111,96,4.5,6.6,11.2,.190
333,Steve Novak,PF,30,TOR,54,540,11.1,.599,.589,.041,.836,1.7,10.8,6.3,3.8,1.2,0.6,3.3,12.9,124,108,1.0,0.5,1.4,.127
334,Dirk Nowitzki,PF,35,DAL,80,2628,23.6,.603,.549,.295,.258,1.8,20.0,10.9,14.2,1.4,1.4,7.5,26.9,120,108,8.6,2.3,10.9,.199
335,James Nunnally,SF,23,TOT,13,165,6.1,.440,.413,.196,.543,0.7,12.4,6.4,7.0,1.8,1.0,12.3,15.1,86,110,-0.2,0.1,-0.1,-0.021
335,James Nunnally,SF,23,ATL,4,54,6.2,.455,.417,.222,.556,2.2,14.9,8.6,5.6,0.9,1.5,16.8,20.0,81,108,-0.1,0.0,-0.1,-0.055
335,James Nunnally,SF,23,PHI,9,111,6.1,.430,.411,.179,.536,0.0,11.1,5.4,7.7,2.2,0.7,9.0,12.7,89,111,-0.1,0.1,0.0,-0.005
336,Jermaine O'Neal,PF,35,GSW,44,883,15.3,.570,.504,.532,.000,10.7,19.1,15.0,4.2,0.8,3.4,14.5,17.8,111,102,1.3,1.4,2.7,.146
337,Kyle O'Quinn,C,23,ORL,69,1188,16.5,.526,.501,.224,.008,9.5,25.2,17.3,10.9,1.7,5.8,16.1,18.6,102,101,0.5,2.0,2.5,.101
338,Greg Oden,C,26,MIA,23,212,12.4,.567,.551,.469,.000,14.2,17.7,16.0,0.7,1.7,5.3,16.9,16.0,107,102,0.2,0.3,0.5,.119
339,Victor Oladipo,PG,21,ORL,80,2487,13.6,.514,.458,.340,.241,1.9,13.1,7.5,21.9,2.7,1.2,19.2,24.4,94,106,-1.4,2.8,1.3,.026
